Age,Country,state,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence,Gender_female,Gender_male,Gender_other,no_employees_mid
39,United Kingdom,Unknown,no,No,Yes,Sometimes,500-1000,No,No,Unknown,No,No,No,Unknown,Easy,Maybe,Maybe,Maybe,Maybe,No,No,Maybe,No,False,True,False,750
33,United States,VA,yes,Yes,Yes,Sometimes,1-5,Yes,Yes,No,Yes,No,No,Yes,Easy,Maybe,Maybe,Yes,Yes,No,No,Yes,No,False,True,False,3
32,United Kingdom,Unknown,no,No,No,Sometimes,more than 1000,No,No,Unknown,Unknown,No,Unknown,Unknown,Easy,Maybe,No,Maybe,Maybe,No,Yes,Maybe,No,False,True,False,1500
28,United Kingdom,Unknown,no,No,No,Sometimes,more than 1000,No,No,Unknown,Unknown,No,Unknown,Unknown,Easy,No,No,Maybe,Maybe,Yes,Yes,No,No,False,True,False,1500
37,United Kingdom,Unknown,no,Yes,Yes,Rarely,6-25,No,Yes,No,No,No,No,Yes,Easy,Yes,No,Maybe,Yes,No,Maybe,No,Yes,False,True,False,15
39,Canada,Unknown,no,No,Yes,Sometimes,100-500,No,No,Yes,Yes,Yes,Yes,Yes,Easy,Yes,No,Maybe,Yes,No,Maybe,No,Yes,False,True,False,300
43,United States,VA,no,No,No,Sometimes,6-25,Yes,Yes,Unknown,No,No,Unknown,Unknown,Easy,Maybe,No,No,No,No,Maybe,No,No,False,False,True,15
32,United Kingdom,Unknown,no,No,Yes,Sometimes,more than 1000,No,No,Unknown,No,Yes,Yes,Unknown,Easy,No,No,Yes,Maybe,Yes,Yes,Yes,Yes,False,False,True,1500
27,United States,WA,no,No,No,Sometimes,more than 1000,No,Yes,Unknown,Unknown,No,Yes,Unknown,Easy,Maybe,No,Maybe,Yes,No,No,Maybe,No,True,False,False,1500
31,United Kingdom,Unknown,no,No,No,Sometimes,6-25,No,Yes,Unknown,No,No,No,Unknown,Easy,No,No,Yes,Yes,Maybe,Maybe,Maybe,No,True,False,False,15
43,United Kingdom,Unknown,no,No,Yes,Never,26-100,No,Yes,Unknown,No,No,Unknown,Unknown,Easy,No,No,Yes,Yes,Yes,Yes,Maybe,No,False,True,False,63
33,United States,WI,no,No,Yes,Sometimes,6-25,Yes,Yes,No,Yes,No,No,Yes,Difficult,No,No,Yes,Yes,Yes,Yes,Maybe,No,False,True,False,15
34,United Kingdom,Unknown,no,Yes,Yes,Sometimes,more than 1000,No,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Easy,No,No,Maybe,Yes,No,Maybe,Yes,No,False,True,False,1500
33,United States,CA,yes,No,No,Sometimes,1-5,No,Yes,Unknown,No,No,No,Unknown,Easy,No,No,Yes,Yes,No,Maybe,Maybe,No,False,True,False,3
25,United States,CA,no,No,No,Sometimes,6-25,No,Yes,Unknown,No,No,No,Unknown,Easy,No,No,Maybe,Yes,No,No,Maybe,No,False,True,False,15
25,United States,NE,no,Yes,Yes,Sometimes,more than 1000,No,No,Yes,Yes,Yes,Yes,Yes,Easy,Maybe,No,Maybe,Maybe,No,No,No,Yes,False,True,False,1500
32,United Kingdom,Unknown,yes,Yes,No,Sometimes,1-5,No,Yes,No,Yes,No,No,Yes,Easy,No,No,No,Yes,No,Maybe,No,No,False,True,False,3
25,United States,CO,no,Yes,Yes,Sometimes,26-100,No,Yes,Yes,Yes,Unknown,Unknown,Yes,Easy,Maybe,No,Maybe,Maybe,No,Maybe,Maybe,No,False,True,False,63
37,Netherlands,Unknown,no,No,No,Sometimes,100-500,Yes,No,Unknown,No,Unknown,Unknown,Unknown,Easy,Maybe,No,Yes,Yes,No,No,Maybe,No,False,True,False,300
39,Switzerland,Unknown,no,No,Yes,Never,more than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Easy,No,No,Maybe,Maybe,No,Maybe,Yes,No,False,True,False,1500
29,United Kingdom,Unknown,no,No,No,Rarely,100-500,No,Yes,Unknown,Unknown,No,No,Unknown,Easy,No,No,Maybe,Yes,No,Maybe,Maybe,Yes,False,True,False,300
33,United States,NY,no,No,Yes,Sometimes,more than 1000,No,Yes,Yes,Yes,Unknown,Unknown,Unknown,Easy,Maybe,Maybe,Maybe,Maybe,No,No,Maybe,No,False,True,False,1500
37,United States,TX,no,No,Yes,Often,6-25,Yes,Yes,Unknown,Unknown,No,No,Yes,Difficult,Yes,No,Maybe,Maybe,No,Yes,No,Yes,True,False,False,15
35,United States,LA,no,No,Yes,Sometimes,100-500,No,No,Yes,No,No,No,Yes,Difficult,Yes,Maybe,No,Maybe,No,Yes,No,Yes,True,False,False,300
22,United States,WA,no,Yes,Yes,Sometimes,more than 1000,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Difficult,Yes,Maybe,Maybe,Maybe,No,Maybe,No,Yes,True,False,False,1500
38,United States,MI,no,No,No,Never,26-100,No,Yes,Yes,Yes,No,No,Unknown,Easy,Maybe,No,Maybe,Yes,No,Maybe,No,Yes,False,True,False,63
32,United States,CA,no,Yes,Yes,Often,100-500,No,Yes,Yes,No,No,Unknown,Unknown,Easy,Yes,No,Maybe,Yes,No,No,Maybe,No,True,False,False,300
28,Brazil,Unknown,no,No,No,Sometimes,26-100,No,Yes,Unknown,No,No,No,Unknown,Easy,Maybe,No,Maybe,Yes,Maybe,Yes,No,Yes,False,True,False,63
27,Switzerland,Unknown,no,Yes,No,Sometimes,26-100,No,Yes,No,No,No,No,Unknown,Easy,Maybe,No,Maybe,Yes,No,Yes,No,No,False,True,False,63
35,United States,CA,no,No,Yes,Sometimes,100-500,Yes,Yes,Unknown,No,Unknown,Unknown,Unknown,Easy,Maybe,No,Maybe,No,No,Maybe,Yes,No,True,False,False,300
29,United States,MD,no,No,No,Never,100-500,No,No,Yes,Yes,Yes,No,Yes,Easy,Yes,Maybe,Yes,Yes,No,Maybe,Maybe,No,False,True,False,300
23,United States,CA,no,Yes,Yes,Sometimes,6-25,No,Yes,No,Yes,No,No,Unknown,Easy,No,No,Maybe,Yes,Maybe,Maybe,Yes,No,False,True,False,15
39,United States,CT,no,No,No,Sometimes,26-100,Yes,Yes,Yes,No,No,No,Unknown,Easy,Yes,Maybe,No,No,No,No,Maybe,No,False,True,False,63
30,United States,CA,no,No,No,Sometimes,more than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Easy,No,No,Maybe,No,No,No,Yes,No,True,False,False,1500
32,United Kingdom,Unknown,no,No,No,Sometimes,26-100,No,Yes,Unknown,Unknown,No,Unknown,Unknown,Easy,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,No,False,True,False,63
28,United States,CA,no,No,Yes,Sometimes,26-100,No,Yes,No,Yes,No,No,Unknown,Difficult,Yes,Maybe,Maybe,Maybe,No,No,No,Yes,False,False,True,63
40,United States,WA,no,Yes,Yes,Sometimes,100-500,No,No,Yes,Yes,Yes,Yes,Yes,Easy,Maybe,No,Maybe,Yes,No,No,Maybe,Yes,True,False,False,300
36,United States,CA,no,Yes,No,Sometimes,6-25,No,Yes,Unknown,No,No,Unknown,Unknown,Easy,No,No,No,Maybe,No,Maybe,Yes,No,True,False,False,15
27,United States,IN,no,No,No,Sometimes,26-100,Yes,Yes,Unknown,Unknown,No,Unknown,Unknown,Easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No,False,True,False,63
41,United States,TX,no,Yes,No,Sometimes,more than 1000,No,Yes,Yes,Yes,No,Yes,Unknown,Easy,Maybe,No,Maybe,Maybe,No,Maybe,No,No,False,True,False,1500
29,United Kingdom,Unknown,no,No,No,Never,6-25,No,Yes,Unknown,No,No,No,Unknown,Easy,Maybe,No,Maybe,No,No,Maybe,Maybe,No,False,True,False,15
29,United Kingdom,Unknown,no,No,Yes,Sometimes,100-500,No,Yes,No,No,No,No,Unknown,Difficult,No,No,Maybe,Maybe,No,Maybe,No,No,False,True,False,300
35,United States,MO,no,No,Yes,Often,1-5,No,No,No,No,No,No,Yes,Difficult,Yes,No,Maybe,Maybe,No,Yes,No,Yes,False,True,False,3
28,United States,NV,no,No,Yes,Never,6-25,Yes,Yes,No,Yes,No,No,Unknown,Easy,Maybe,Maybe,Maybe,Maybe,No,No,Maybe,No,False,True,False,15
36,United Kingdom,Unknown,yes,No,No,Sometimes,1-5,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Easy,Maybe,No,Maybe,No,No,No,Maybe,No,True,False,False,3
39,United States,WA,no,No,No,Sometimes,26-100,No,Yes,Unknown,Unknown,No,Unknown,Unknown,Easy,Yes,No,No,No,No,Yes,Maybe,No,True,False,False,63
39,United States,FL,no,Yes,Yes,Sometimes,500-1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Difficult,Maybe,No,Maybe,Yes,No,No,Maybe,No,False,True,False,750
44,United States,Unknown,yes,Yes,Yes,Sometimes,1-5,Yes,Yes,No,Yes,No,No,No,Easy,Yes,Yes,Maybe,No,No,No,Yes,No,False,True,False,3
26,Germany,Unknown,yes,No,Yes,Sometimes,6-25,Yes,Yes,No,Unknown,Yes,Yes,Yes,Easy,No,No,Maybe,Maybe,Maybe,Maybe,Yes,No,False,False,True,15
35,Denmark,Unknown,yes,Yes,Yes,Often,1-5,No,Yes,No,Yes,Yes,No,Unknown,Easy,No,No,Maybe,Maybe,Maybe,Yes,Yes,No,False,True,False,3
40,United States,WA,no,Yes,Yes,Sometimes,100-500,No,No,Yes,Unknown,Yes,Unknown,Unknown,Easy,Yes,Maybe,Maybe,No,No,No,Maybe,No,True,False,False,300
35,Denmark,Unknown,yes,Yes,Yes,Often,1-5,No,Yes,No,Yes,Yes,No,Unknown,Easy,No,No,Maybe,Maybe,Maybe,Yes,Yes,No,False,True,False,3
38,United States,IL,no,No,No,Never,more than 1000,Yes,Yes,No,Yes,No,No,No,Difficult,Yes,Yes,No,No,No,No,Maybe,No,False,True,False,1500
34,United States,FL,no,No,No,Sometimes,more than 1000,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Easy,No,No,Maybe,Yes,No,Maybe,Yes,No,False,True,False,1500
43,United States,MA,no,No,No,Sometimes,more than 1000,No,Yes,Yes,No,Yes,Yes,Unknown,Easy,No,No,Maybe,Yes,No,Maybe,Maybe,No,False,True,False,1500
48,United States,CA,no,Yes,No,Often,26-100,No,Yes,Unknown,No,No,No,No,Difficult,Yes,Yes,No,Maybe,No,No,No,Yes,False,False,True,63
20,United States,WA,no,No,No,Never,26-100,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Easy,No,No,Maybe,Yes,Maybe,Maybe,Yes,No,False,True,False,63
40,United States,MI,yes,No,No,Sometimes,1-5,Yes,Yes,Unknown,Unknown,No,No,Unknown,Easy,Yes,Maybe,Maybe,No,No,No,Maybe,No,False,True,False,3
29,United Kingdom,Unknown,no,No,Yes,Rarely,6-25,No,Yes,Unknown,No,No,No,Unknown,Easy,Maybe,No,Maybe,No,No,Maybe,Maybe,No,True,False,False,15
35,United States,MI,no,Yes,Yes,Sometimes,1-5,No,No,No,Yes,No,No,Yes,Easy,No,No,Maybe,Yes,No,No,Yes,No,False,True,False,3
29,United States,WI,no,Yes,No,Sometimes,more than 1000,Yes,No,Yes,Yes,No,Yes,Yes,Easy,Maybe,No,Maybe,No,No,No,Yes,No,False,True,False,1500
40,United States,CA,no,No,No,Never,100-500,No,Yes,Yes,Unknown,No,Unknown,Unknown,Easy,Maybe,No,Maybe,Maybe,No,Maybe,Maybe,No,False,True,False,300
29,Sweden,Unknown,no,No,Yes,Rarely,6-25,No,Yes,No,Yes,No,No,Yes,Easy,No,No,Maybe,Yes,No,No,Yes,No,False,True,False,15
29,United States,CA,no,Yes,Yes,Rarely,100-500,No,Yes,Yes,Unknown,Unknown,No,Unknown,Easy,No,No,Yes,Yes,No,Maybe,Maybe,No,True,False,False,300
34,United States,TX,no,No,Yes,Sometimes,1-5,No,Yes,No,No,No,No,Unknown,Easy,Yes,No,No,No,No,Yes,Maybe,No,False,True,False,3
44,United Kingdom,Unknown,no,Yes,Yes,Sometimes,500-1000,No,No,Unknown,No,No,No,Unknown,Difficult,Maybe,No,Maybe,Yes,No,Maybe,No,Yes,False,True,False,750
24,United States,NY,no,Yes,Yes,Often,6-25,No,Yes,Yes,Yes,No,No,Yes,Easy,No,No,Maybe,Yes,No,Yes,No,Yes,True,False,False,15
47,United States,PA,no,No,No,Sometimes,100-500,Yes,Yes,Unknown,No,No,Unknown,Unknown,Difficult,Yes,Yes,No,No,No,No,No,No,True,False,False,300
43,United Kingdom,Unknown,no,Yes,No,Sometimes,more than 1000,No,No,Unknown,No,No,No,Unknown,Easy,Maybe,No,Maybe,Yes,No,Maybe,Maybe,No,False,True,False,1500
36,United States,PA,no,No,No,Rarely,more than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Difficult,No,No,Maybe,Yes,No,No,No,No,False,True,False,1500
43,United States,GA,no,No,Yes,Sometimes,more than 1000,No,No,Unknown,No,No,Unknown,Unknown,Difficult,Maybe,No,Maybe,Yes,No,No,Maybe,No,False,True,False,1500
36,United Kingdom,Unknown,yes,No,No,Sometimes,6-25,Yes,Yes,No,No,No,No,Unknown,Difficult,No,No,Yes,Yes,No,Maybe,Maybe,Yes,False,True,False,15
31,United States,NY,no,Yes,Yes,Sometimes,100-500,No,Yes,Yes,Yes,No,No,Unknown,Difficult,No,No,Yes,Yes,Maybe,Maybe,Maybe,No,True,False,False,300
35,United States,CA,no,No,No,Sometimes,more than 1000,No,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Easy,Maybe,No,Maybe,No,No,No,Maybe,No,False,True,False,1500
33,United States,TN,no,Yes,No,Sometimes,26-100,No,No,Yes,No,No,No,Yes,Difficult,No,No,Maybe,Maybe,No,No,Maybe,No,False,True,False,63
37,Italy,Unknown,no,No,No,Sometimes,26-100,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Easy,Yes,Yes,Maybe,No,No,No,No,No,False,True,False,63
34,United States,TN,no,No,Yes,Sometimes,100-500,No,Yes,Unknown,No,Yes,Unknown,Yes,Easy,Maybe,No,Maybe,No,No,No,Maybe,No,False,True,False,300
36,Netherlands,Unknown,yes,No,Yes,Sometimes,1-5,No,Yes,No,No,No,No,Unknown,Easy,No,No,Yes,No,No,No,Yes,No,False,True,False,3
40,United States,TN,yes,Yes,Yes,Sometimes,1-5,Yes,Yes,No,Yes,No,No,Yes,Easy,No,No,Yes,Yes,No,No,Yes,No,False,True,False,3
40,United States,IL,no,No,No,Rarely,more than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Easy,No,No,Maybe,Maybe,No,Maybe,Maybe,No,False,True,False,1500
42,United States,WI,no,No,Yes,Sometimes,1-5,Yes,Yes,No,Yes,No,No,Unknown,Easy,Maybe,No,No,No,No,Maybe,Maybe,No,False,True,False,3
23,United States,KY,no,Yes,No,Sometimes,26-100,Yes,Yes,Yes,Yes,No,Unknown,Yes,Easy,Maybe,No,No,Maybe,No,No,Maybe,No,False,True,False,63
21,United Kingdom,Unknown,no,Yes,No,Never,6-25,No,No,No,No,No,No,Yes,Easy,Maybe,No,Maybe,Maybe,No,Maybe,Maybe,No,False,True,False,15
26,Canada,Unknown,no,No,No,Sometimes,6-25,Yes,Yes,No,No,No,No,Unknown,Difficult,Yes,Maybe,Maybe,Maybe,No,Maybe,Maybe,No,False,True,False,15
31,United States,Unknown,no,Yes,No,Sometimes,6-25,No,Yes,Unknown,Unknown,No,No,Unknown,Easy,Maybe,No,Maybe,Maybe,No,No,Maybe,No,False,True,False,15
25,United States,CA,no,Yes,No,Sometimes,more than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Easy,No,No,Maybe,Yes,Maybe,Yes,Yes,No,False,True,False,1500
51,United States,MN,no,No,No,Never,more than 1000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Easy,No,No,Yes,Yes,No,No,Yes,No,False,True,False,1500
24,United States,TN,no,No,No,Sometimes,6-25,No,Yes,Unknown,Unknown,Unknown,No,Yes,Easy,No,No,Maybe,Yes,No,Maybe,Maybe,No,False,True,False,15
33,United States,MN,no,No,No,Sometimes,100-500,No,Yes,No,No,No,No,Unknown,Easy,Maybe,No,Maybe,Yes,No,No,No,No,False,True,False,300
32,United Kingdom,Unknown,no,Yes,Yes,Rarely,6-25,No,No,No,No,No,No,No,Easy,Yes,Maybe,Maybe,No,No,No,No,No,False,True,False,15
32,United Kingdom,Unknown,no,Yes,Yes,Rarely,6-25,No,No,No,No,No,No,No,Easy,Yes,Maybe,Maybe,No,No,No,No,No,False,True,False,15
26,United Kingdom,Unknown,yes,No,Yes,Rarely,1-5,Yes,Yes,No,Unknown,Unknown,Unknown,Unknown,Difficult,No,No,Yes,Yes,Maybe,Maybe,Yes,No,False,True,False,3
23,United States,IL,no,No,No,Never,100-500,No,No,Unknown,No,Unknown,Unknown,Unknown,Easy,Maybe,No,Maybe,Maybe,Maybe,Maybe,Maybe,No,False,True,False,300
33,United States,TN,no,Yes,Yes,Often,6-25,Yes,Yes,No,Yes,No,No,Unknown,Difficult,Yes,No,Maybe,Yes,No,Maybe,No,No,False,True,False,15
46,United States,IL,no,No,Yes,Rarely,more than 1000,No,No,Yes,Yes,Yes,Yes,Yes,Easy,Yes,Maybe,No,No,No,Maybe,Yes,No,False,True,False,1500
34,United Kingdom,Unknown,no,No,No,Sometimes,6-25,Yes,Yes,No,No,No,No,No,Difficult,Yes,Maybe,No,No,No,Yes,No,Yes,False,True,False,15
35,United States,DC,no,Yes,Yes,Sometimes,6-25,No,Yes,Yes,Yes,No,No,Unknown,Easy,Maybe,Maybe,Maybe,Maybe,No,No,Maybe,No,False,True,False,15
39,United States,KS,no,No,No,Sometimes,1-5,Yes,Yes,No,Yes,No,No,Unknown,Difficult,Maybe,Maybe,Maybe,Yes,Maybe,Maybe,No,No,False,True,False,3
32,Germany,Unknown,yes,No,No,Sometimes,1-5,Yes,Yes,No,Yes,No,No,Yes,Easy,No,No,Maybe,Maybe,Maybe,Maybe,No,No,False,True,False,3
43,Mexico,Unknown,yes,No,No,Sometimes,more than 1000,Yes,Yes,Unknown,No,No,Unknown,Unknown,Easy,No,No,Maybe,Yes,No,Maybe,Maybe,No,False,True,False,1500
56,United States,CA,no,No,Yes,Rarely,more than 1000,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Easy,No,No,Yes,Yes,Yes,Yes,Yes,No,False,True,False,1500
32,United Kingdom,Unknown,no,Yes,Yes,Sometimes,100-500,No,Yes,Unknown,No,No,No,Unknown,Difficult,Maybe,No,Maybe,Maybe,No,Yes,Maybe,Yes,True,False,False,300
41,United Kingdom,Unknown,no,No,No,Sometimes,26-100,No,No,Yes,Yes,Yes,Yes,Yes,Easy,Maybe,Maybe,Maybe,Maybe,No,Yes,No,Yes,False,True,False,63
39,United States,TN,no,No,No,Sometimes,more than 1000,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Easy,No,No,Maybe,Yes,No,No,Maybe,No,False,True,False,1500
37,United States,OK,no,Yes,No,Sometimes,500-1000,No,No,Yes,Yes,No,No,Yes,Easy,Maybe,No,No,No,No,No,No,No,False,True,False,750
30,United States,CA,yes,Yes,Yes,Sometimes,6-25,Yes,Yes,Unknown,Unknown,No,Unknown,Unknown,Difficult,Yes,No,No,No,No,Maybe,Maybe,No,False,True,False,15
31,United States,TN,no,No,No,Sometimes,26-100,No,Yes,Yes,No,Yes,No,Yes,Easy,Maybe,No,Maybe,Maybe,No,Maybe,No,No,False,True,False,63
29,United States,TX,no,No,No,Sometimes,more than 1000,No,No,Unknown,Unknown,No,Unknown,Unknown,Easy,Maybe,No,No,Maybe,No,Maybe,Maybe,No,False,True,False,1500
23,United Kingdom,Unknown,no,Yes,No,Never,more than 1000,No,No,No,No,No,Yes,Unknown,Easy,Yes,Maybe,No,No,No,Maybe,Maybe,No,True,False,False,1500
31,United States,CO,no,No,Yes,Never,26-100,No,Yes,Yes,Yes,No,Unknown,Yes,Easy,Maybe,No,No,No,No,No,Maybe,No,False,True,False,63
29,United States,TN,no,Yes,Yes,Sometimes,26-100,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Easy,Maybe,No,Maybe,Maybe,No,No,Yes,No,False,True,False,63
30,United States,GA,no,No,No,Never,26-100,Yes,Yes,Yes,Yes,Unknown,Unknown,Yes,Easy,No,No,Maybe,Yes,Maybe,Maybe,Yes,No,False,False,True,63
37,United States,TN,no,No,No,Never,500-1000,Yes,Yes,Yes,No,Yes,Unknown,Unknown,Easy,Maybe,No,Maybe,Yes,No,No,Yes,Yes,False,True,False,750
36,United States,VA,yes,No,No,Never,1-5,No,Yes,Yes,No,No,Unknown,Unknown,Difficult,No,No,Maybe,Yes,Yes,Yes,Yes,No,False,True,False,3
35,United States,TN,no,Yes,Yes,Sometimes,26-100,Yes,Yes,Yes,Yes,No,Unknown,Unknown,Easy,Maybe,Maybe,Maybe,No,No,Maybe,No,No,False,True,False,63
41,United States,DC,no,Yes,No,Never,500-1000,Yes,No,Unknown,No,No,No,Unknown,Easy,Maybe,No,No,No,No,No,Maybe,No,False,True,False,750
31,United Kingdom,Unknown,no,No,Yes,Rarely,6-25,No,Yes,Unknown,Unknown,No,No,Unknown,Easy,No,No,Maybe,Yes,No,No,Maybe,No,False,True,False,15
38,United Kingdom,Unknown,no,Yes,No,Sometimes,500-1000,No,No,Yes,Yes,Yes,Yes,Unknown,Easy,No,No,Maybe,Yes,No,Maybe,No,No,False,True,False,750
26,India,Unknown,yes,No,No,Sometimes,100-500,No,Yes,No,No,No,No,Yes,Easy,No,No,Maybe,Yes,No,No,Yes,No,False,True,False,300
39,United States,TN,no,Yes,No,Sometimes,more than 1000,No,Yes,Yes,No,Yes,Yes,Unknown,Easy,Maybe,Maybe,Maybe,Yes,Maybe,Maybe,Maybe,Yes,False,True,False,1500
42,United States,VA,yes,Yes,No,Sometimes,6-25,Yes,No,Yes,Unknown,Unknown,Yes,Unknown,Easy,Maybe,Maybe,Maybe,No,No,Maybe,Maybe,No,False,True,False,15
32,United States,TN,yes,Yes,Yes,Rarely,1-5,Yes,Yes,No,Yes,No,No,Unknown,Difficult,Yes,No,Maybe,No,No,Maybe,Maybe,No,False,True,False,3
29,United States,TN,no,Yes,No,Sometimes,100-500,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Easy,No,No,Maybe,Yes,No,No,Maybe,No,False,True,False,300
30,United States,TN,no,Yes,No,Never,100-500,No,Yes,Yes,No,Unknown,Yes,Unknown,Difficult,Yes,Yes,Maybe,No,Maybe,Maybe,No,No,False,True,False,300
40,United States,TN,no,Yes,Yes,Often,500-1000,Yes,Yes,Unknown,Unknown,No,Unknown,Unknown,Easy,Maybe,Maybe,Maybe,Maybe,No,Yes,Maybe,No,False,True,False,750
51,United States,TN,no,No,No,Sometimes,100-500,No,No,Unknown,Unknown,No,Unknown,Unknown,Difficult,No,No,Maybe,Yes,No,No,Maybe,No,False,True,False,300
33,United States,IN,no,No,No,Never,more than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Easy,No,No,Maybe,Yes,No,No,Yes,No,False,True,False,1500
34,Germany,Unknown,yes,No,Yes,Sometimes,1-5,Yes,Yes,No,Unknown,No,No,Yes,Difficult,Maybe,Maybe,Maybe,Maybe,No,No,Maybe,No,False,True,False,3
50,United States,VA,yes,No,No,Never,1-5,Yes,Yes,No,Yes,No,No,Yes,Easy,No,No,Maybe,Yes,No,Maybe,Yes,No,False,True,False,3
24,United States,TX,no,No,No,Sometimes,26-100,Yes,Yes,Unknown,No,No,Unknown,Unknown,Easy,No,No,Maybe,Yes,No,Maybe,No,No,False,True,False,63
25,United States,TX,no,Yes,Yes,Rarely,26-100,No,No,No,No,No,No,Unknown,Easy,Yes,Maybe,No,No,No,Maybe,No,No,False,True,False,63
43,United Kingdom,Unknown,no,Yes,Yes,Rarely,26-100,No,Yes,No,No,No,No,Unknown,Difficult,Yes,Yes,Maybe,No,No,No,No,Yes,False,True,False,63
25,United States,CA,yes,No,Yes,Often,1-5,No,Yes,Yes,Yes,Yes,Yes,Yes,Easy,Maybe,Maybe,Maybe,Maybe,No,No,Yes,Yes,True,False,False,3
24,United Kingdom,Unknown,yes,No,No,Sometimes,1-5,Yes,Yes,No,Yes,No,No,Yes,Easy,No,No,No,No,No,Maybe,Yes,No,False,True,False,3
51,United States,CO,yes,No,No,Never,1-5,No,Yes,No,Yes,No,No,Yes,Difficult,No,No,Maybe,Maybe,Maybe,Maybe,Maybe,No,False,True,False,3
49,United States,OR,no,Yes,Yes,Sometimes,more than 1000,No,Yes,Yes,Yes,No,Yes,Yes,Difficult,Yes,Maybe,No,No,No,Maybe,No,Yes,False,True,False,1500
30,United States,OK,no,No,No,Sometimes,more than 1000,Yes,Yes,Yes,No,Yes,Yes,Unknown,Easy,Yes,Maybe,No,No,No,No,Maybe,No,False,True,False,1500
25,United States,OH,no,Yes,Yes,Sometimes,more than 1000,No,Yes,Yes,Yes,Yes,No,Unknown,Easy,Yes,Yes,No,No,No,No,No,No,True,False,False,1500
36,United States,TN,no,No,Yes,Rarely,500-1000,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Easy,Maybe,No,No,No,No,Maybe,Maybe,No,False,True,False,750
48,United States,VA,no,No,Yes,Never,more than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Easy,Maybe,Maybe,Yes,Yes,No,Maybe,Yes,Yes,False,True,False,1500
48,Australia,Unknown,no,No,Yes,Sometimes,6-25,No,Yes,No,No,No,No,Unknown,Easy,Yes,No,Maybe,No,No,Maybe,No,Yes,False,True,False,15
53,United States,OR,no,No,Yes,Rarely,6-25,Yes,Yes,Yes,Yes,No,Yes,Unknown,Easy,Maybe,Maybe,Maybe,No,No,No,Maybe,No,False,True,False,15
24,United Kingdom,Unknown,no,Yes,Yes,Often,6-25,Yes,Yes,No,No,No,No,Unknown,Easy,No,No,Yes,Yes,No,No,Maybe,No,True,False,False,15
33,United States,OR,no,Yes,Yes,Sometimes,26-100,No,Yes,Unknown,Yes,No,Yes,Unknown,Easy,No,No,Yes,Yes,No,No,Maybe,No,False,True,False,63
25,Canada,Unknown,no,Yes,Yes,Sometimes,6-25,No,Yes,Yes,Yes,No,No,Yes,Easy,No,No,Maybe,Yes,No,No,Maybe,No,True,False,False,15
30,United Kingdom,Unknown,no,No,Yes,Sometimes,26-100,No,Yes,No,No,No,No,Unknown,Difficult,Yes,Maybe,Maybe,No,No,Maybe,No,No,False,True,False,63
30,United States,PA,yes,No,No,Never,1-5,Yes,Yes,No,Yes,No,No,Yes,Easy,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,No,False,True,False,3
34,United Kingdom,Unknown,yes,No,Yes,Sometimes,1-5,Yes,Yes,No,No,No,No,Yes,Difficult,No,No,Maybe,Maybe,No,No,Yes,No,False,True,False,3
31,United States,SC,no,No,No,Sometimes,more than 1000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Easy,No,No,Maybe,Yes,Maybe,Yes,Yes,No,False,True,False,1500
22,United States,CA,no,Yes,Yes,Often,more than 1000,No,Yes,Unknown,Unknown,No,Unknown,Unknown,Easy,Yes,Yes,No,No,No,No,Maybe,No,True,False,False,1500
28,United States,TN,no,Yes,No,Sometimes,6-25,No,Yes,Unknown,Unknown,No,Unknown,Unknown,Easy,No,No,Maybe,Yes,No,Yes,Maybe,No,False,True,False,15
35,United States,UT,no,Yes,Yes,Rarely,26-100,No,No,Yes,Yes,No,Yes,Yes,Difficult,Maybe,No,Maybe,Maybe,No,No,No,No,False,True,False,63
